Dranesville Elem,1515 Powells Tavern Pl,Herndon,VA,20170,703-326-5200,Elementary School,3,"1515 Powells Tavern Pl, Herndon, VA 20170",38.9964375,-77.3870999
Eagle View Elem,4500 Dixie Hill Road,Fairfax,VA,22030,703-322-3100,Elementary School,5,"4500 Dixie Hill Road, Fairfax, VA 22030",38.8515216,-77.3631689
Fairfax Villa Elem,10900 Santa Clara Dr,Fairfax,VA,22030,703-267-2800,Elementary School,5,"10900 Santa Clara Dr, Fairfax, VA 22030",38.8400618,-77.3235275
Fairhill Elem,3001 Chichester Lane,Fairfax,VA,22031,703-208-8100,Elementary School,5,"3001 Chichester Lane, Fairfax, VA 22031",38.86976,-77.247883
Fairview Elem,5815 Ox Rd,Fairfax Station,VA,22039,703-503-3700,Elementary School,2,"5815 Ox Rd, Fairfax Station, VA 22039",38.7976311,-77.324218
Flint Hill Elem,2444 Flint Hill Rd,Vienna,VA,22181,703-242-6100,Elementary School,5,"2444 Flint Hill Rd, Vienna, VA 22181",38.896129,-77.2847932
Floris Elem,2708 Centreville Rd,Herndon,VA,22171,703-561-2919,Elementary School,7,"2708 Centreville Rd, Herndon, VA 22171",38.935847,-77.414955
Forest Edge Elem,1501 Becontree Lane,Reston,VA,22190,703-925-8000,Elementary School,3,"1501 Becontree Lane, Reston, VA 22190",38.9689881,-77.3295696
Forestdale Elem,6530 Elder Ave,Springfield,VA,22150,703-313-4300,Elementary School,4,"6530 Elder Ave, Springfield, VA 22150",38.776375,-77.169973
Forestville Elem,1085 Utterback Store Rd,Great Falls,VA,22066,703-404-6000,Elementary School,3,"1085 Utterback Store Rd, Great Falls, VA 22066",38.993538,-77.3289427
Fort Belvoir Primary Elem,5970 Meeres Rd.,Ft Belvoir,VA,22060,703-781-2700,Elementary School,6,"5970 Meeres Rd., Ft Belvoir, VA 22060",38.7206996,-77.1430251
Fort Belvoir Upper Elem,5980 Meeres Rd.,Ft Belvoir,VA,22060,571-982-1300,Elementary School,6,"5980 Meeres Rd., Ft Belvoir, VA 22060",38.7206177,-77.1435039
Fort Hunt Elem,8832 Linton Lane,Alexandria,VA,22308,703-619-2600,Elementary School,6,"8832 Linton Lane, Alexandria, VA 22308",38.7190143,-77.0664814
Fox Mill Elem,2611 Viking Dr,Herndon,VA,20171,703-262-2700,Elementary School,3,"2611 Viking Dr, Herndon, VA 20171",38.9275612,-77.3823231
Franconia Elem,6301 Beulah Street,Alexandria,VA,22310,703-822-2200,Elementary School,4,"6301 Beulah Street, Alexandria, VA 22310",38.781978,-77.1455409
Franklin Sherman Elem,6633 Bawner Street,McLean,VA,22101,703-506-7900,Elementary School,3,"6633 Bawner Street, McLean, VA 22101",38.9352388,-77.1744371
Freedom Hill Elem,1945 Lord Fairfax Rd,Vienna,VA,22182,(703) 506-7800,Elementary School,1,"1945 Lord Fairfax Rd, Vienna, VA 22182",38.9113061,-77.2297543
Garfield Elem,7101 Old Keene Mill Rd,Springfield,VA,22150,703-923-2900,Elementary School,4,"7101 Old Keene Mill Rd, Springfield, VA 22150",38.777637,-77.190555
Glen Forest Elem,5829 Glen Forest Dr,Falls Church,VA,22041,703-578-8000,Elementary School,1,"5829 Glen Forest Dr, Falls Church, VA 22041",38.855511,-77.128619
Graham Rd Elem,2831 Graham Rd,Falls Church,VA,22042,703-226-2700,Elementary School,1,"2831 Graham Rd, Falls Church, VA 22042",38.8762545,-77.1907787
Great Falls Elem,701 Walker Rd,Great Falls,VA,22066,703-757-2100,Elementary School,3,"701 Walker Rd, Great Falls, VA 22066",39.001734,-77.291872
Greenbriar East Elem,13006 Pt Pleasant Dr,Fairfax,VA,22033,703-633-6400,Elementary School,7,"13006 Pt Pleasant Dr, Fairfax, VA 22033",38.871886,-77.394387
Greenbriar West Elem,13300 Poplar Tree Road,Fairfax,VA,22033,703-633-6700,Elementary School,7,"13300 Poplar Tree Road, Fairfax, VA 22033",38.87631,-77.4056828
Groveton Elem,6900 Harrison Lane,Alexandria,VA,22306,703-718-8000,Elementary School,6,"6900 Harrison Lane, Alexandria, VA 22306",38.7683739,-77.0949473
Gunston Elem,10100 Gunston Rd,Lorton,VA,22079,703-541-3600,Elementary School,6,"10100 Gunston Rd, Lorton, VA 22079",38.6849506,-77.2096953
Halley Elem,8850 Cross Chase Cir,Fairfax Station,VA,22039,703-551-5700,Elementary School,6,"8850 Cross Chase Cir, Fairfax Station, VA 22039",38.7177804,-77.2598232
Haycock Elem,6616 Haycock Rd,Falls Church,VA,22043,703-531-4000,Elementary School,1,"6616 Haycock Rd, Falls Church, VA 22043",38.904137,-77.173423
Hayfield Elem,7633 Telegraph Rd,Alexandria,VA,22315,703-924-4500,Elementary School,4,"7633 Telegraph Rd, Alexandria, VA 22315",38.7491375,-77.1404527
Herndon Elem,630 Dranesville Rd,Herndon,VA,20170,703-326-3100,Elementary School,3,"630 Dranesville Rd, Herndon, VA 20170",38.975934,-77.376103
Hollin Meadows Elem,2310 Nordock Pl,Alexandria,VA,22306,703-718-8300,Elementary School,6,"2310 Nordock Pl, Alexandria, VA 22306",38.749891,-77.071415
Hunt Valley Elem,7107 Sydenstricker Road,Springfield,VA,22152,703-913-8800,Elementary School,4,"7107 Sydenstricker Road, Springfield, VA 22152",38.7622032,-77.2436388
Hunters Wds Elem,2401 Colts Neck Rd,Reston,VA,22091,703-262-7400,Elementary School,3,"2401 Colts Neck Rd, Reston, VA 22091",38.9326099,-77.361282
Hutchison Elem,13209 Parcher Ave,Herndon,VA,22170,703-925-8300,Elementary School,7,"13209 Parcher Ave, Herndon, VA 22170",38.9613617,-77.4070042
Hybla Valley Elem,3415 Lockheed Blvd,Alexandria,VA,22306,703-718-7000,Elementary School,6,"3415 Lockheed Blvd, Alexandria, VA 22306",38.7586153,-77.0898089
Island Creek Elem,7855 Morning View Lane,Alexandria,VA,22315,571-642-6300,Elementary School,4,"7855 Morning View Lane, Alexandria, VA 22315",38.7456591,-77.1681109
Keene Mill Elem,6310 Bardu Ave,Springfield,VA,22152,703-644-4700,Elementary School,4,"6310 Bardu Ave, Springfield, VA 22152",38.7812997,-77.2213391
Kent Gardens Elem,1717 Melbourne Dr,McLean,VA,22101,703-394-5600,Elementary School,1,"1717 Melbourne Dr, McLean, VA 22101",38.9213988,-77.1752902
Kings Glen Elem,5401 Danbury Forest Dr,Springfield,VA,22151,703-239-4000,Elementary School,2,"5401 Danbury Forest Dr, Springfield, VA 22151",38.8037734,-77.2346407
Kings Park Elem,5400 Harrow Way,Springfield,VA,22151,703-426-7000,Elementary School,2,"5400 Harrow Way, Springfield, VA 22151",38.805025,-77.241604
Lake Anne Elem,11510 North Shore Dr,Reston,VA,22190,703-326-3500,Elementary School,3,"11510 North Shore Dr, Reston, VA 22190",38.965279,-77.34678
Lane Elem,7137 Beulah St,Alexandria,VA,22315,703-924-7700,Elementary School,4,"7137 Beulah St, Alexandria, VA 22315",38.760525,-77.156889
Laurel Hill ES,8390 Laurel Crest Drive,Lorton,VA,22079,703-551-5300,Elementary School,6,"8390 Laurel Crest Drive, Lorton, VA 22079",38.717367,-77.2333581
Laurel Ridge Elem,10110 Commonwealth Blvd,Fairfax,VA,22032,703-426-3700,Elementary School,2,"10110 Commonwealth Blvd, Fairfax, VA 22032",38.8140544,-77.2956951
Lees Corner Elem,13500 Hollinger Ave,Fairfax,VA,22033,703-227-3500,Elementary School,7,"13500 Hollinger Ave, Fairfax, VA 22033",38.8904106,-77.4111507
Lemon Road Elem,7230 Idylwood Rd,Falls Church,VA,22043,703-714-6400,Elementary School,1,"7230 Idylwood Rd, Falls Church, VA 22043",38.903948,-77.1950682
Little Run Elem,4511 Olley Lane,Fairfax,VA,22032,703-503-3500,Elementary School,2,"4511 Olley Lane, Fairfax, VA 22032",38.8262391,-77.2664221
London Towne Elem,6100 Stone Rd,Centreville,VA,20120,703-227-5400,Elementary School,7,"6100 Stone Rd, Centreville, VA 20120",38.839629,-77.456534
Lorton Station Elem,9298 Lewis Chapel Rd,Lorton,VA,22079,571-642-6000,Elementary School,6,"9298 Lewis Chapel Rd, Lorton, VA 22079",38.7066237,-77.2185083
Louise Archer Elem,324 Nutley St NW,Vienna,VA,22180,703-937-6200,Elementary School,5,"324 Nutley St NW, Vienna, VA 22180",38.898691,-77.2778821
Lynbrook Elem,5801 Backlick Road,Springfield,VA,22150,703-866-2940,Elementary School,4,"5801 Backlick Road, Springfield, VA 22150",38.7922646,-77.1856283
Mantua Elem,9107 Horner Ct,Fairfax,VA,22031,703-645-6300,Elementary School,2,"9107 Horner Ct, Fairfax, VA 22031",38.847371,-77.259282
Marshall Road Elem,730 Marshall Rd SW,Vienna,VA,22180,703-937-1500,Elementary School,5,"730 Marshall Rd SW, Vienna, VA 22180",38.8819159,-77.265843
Mason Crest Elementary,3705 Crest Drive,Annandale,VA,22003,571-226-2600,Elementary School,2,"3705 Crest Drive, Annandale, VA 22003",38.8425263,-77.1963579
McNair Elem,2499 Thomas Jefferson Dr,Herndon,VA,20171,703-793-4800,Elementary School,7,"2499 Thomas Jefferson Dr, Herndon, VA 20171",38.946255,-77.4046711
Mosby Wds Elem,9819 Five Oaks Rd,Fairfax,VA,22031,703-937-1600,Elementary School,5,"9819 Five Oaks Rd, Fairfax, VA 22031",38.869889,-77.285946
Mount Eagle Elem,6116 N Kings Hwy,Alexandria,VA,22303,703-721-2100,Elementary School,6,"6116 N Kings Hwy, Alexandria, VA 22303",38.7848521,-77.0785749
Mount Vernon Woods Elem,4015 Fielding St,Alexandria,VA,22309,703-619-2800,Elementary School,6,"4015 Fielding St, Alexandria, VA 22309",38.7423898,-77.1001214
Navy Elem,3500 West Ox Rd,Fairfax,VA,22033,703-262-7100,Elementary School,3,"3500 West Ox Rd, Fairfax, VA 22033",38.889246,-77.3787329
Newington Forest Elem,8001 Newington Forest Ave,Springfield,VA,22153,703-923-2600,Elementary School,6,"8001 Newington Forest Ave, Springfield, VA 22153",38.7392158,-77.2403208
North Springfield Elem,7602 Heming Ct.,Springfield,VA,22151,703-658-5500,Elementary School,2,"7602 Heming Ct., Springfield, VA 22151",38.8018475,-77.2083482
Oak Hill Elem,3210 Kinross Cir,Herndon,VA,20171,703-467-3500,Elementary School,7,"3210 Kinross Cir, Herndon, VA 20171",38.912927,-77.408489
Oak View Elem,5004 Sideburn Rd,Fairfax,VA,22032,703-764-7100,Elementary School,2,"5004 Sideburn Rd, Fairfax, VA 22032",38.818833,-77.309889
Oakton Elem,3000 Chain Bridge Rd,Oakton,VA,22124,703-937-6100,Elementary School,5,"3000 Chain Bridge Rd, Oakton, VA 22124",38.8800227,-77.3043379
Olde Creek Elem,9524 Old Creek Dr.,Fairfax,VA,22032,703-426-3100,Elementary School,2,"9524 Old Creek Dr., Fairfax, VA 22032",38.8304656,-77.2773742
Orange Hunt Elem,6820 Sydenstricker Rd,Springfield,VA,22152,703-913-6800,Elementary School,4,"6820 Sydenstricker Rd, Springfield, VA 22152",38.766188,-77.255728
Parklawn Elem,4116 Braddock Rd,Alexandria,VA,22312,703-914-6900,Elementary School,1,"4116 Braddock Rd, Alexandria, VA 22312",38.833705,-77.15335
Pine Spring Elem,7607 Willow Ln,Falls Church,VA,22042,571-226-4400,Elementary School,1,"7607 Willow Ln, Falls Church, VA 22042",38.8707083,-77.2088429
Poplar Tree Elem,13440 Melville Lane,Chantilly,VA,20151,703-633-7400,Elementary School,7,"13440 Melville Lane, Chantilly, VA 20151",38.863136,-77.414751
Providence Elem,3616 Jermantown Rd,Fairfax,VA,22030,703-460-4400,Elementary School,5,"3616 Jermantown Rd, Fairfax, VA 22030",38.8642596,-77.3270203
Ravensworth Elem,5411 Nutting Dr,Springfield,VA,22151,703-426-3600,Elementary School,2,"5411 Nutting Dr, Springfield, VA 22151",38.8031826,-77.2231692
Riverside Elem,8410 Old Mt Vernon Rd,Alexandria,VA,22309,703-799-6000,Elementary School,6,"8410 Old Mt Vernon Rd, Alexandria, VA 22309",38.7298211,-77.0945461
Rolling Valley Elem,6703 Barnack Dr,Springfield,VA,22152,703-923-2700,Elementary School,4,"6703 Barnack Dr, Springfield, VA 22152",38.7689271,-77.2313651
Rose Hill Elem,6301 Rose Hill Dr,Alexandria,VA,22310,703-313-4200,Elementary School,4,"6301 Rose Hill Dr, Alexandria, VA 22310",38.781893,-77.1173788
Sangster Elem,7420 Reservation Dr,Springfield,VA,22153,703-644-8200,Elementary School,4,"7420 Reservation Dr, Springfield, VA 22153",38.7555765,-77.2721914
Saratoga Elem,8111 Northumberland Rd,Springfield,VA,22153,703-440-2600,Elementary School,4,"8111 Northumberland Rd, Springfield, VA 22153",38.7356173,-77.2136119
Shrevewood Elem,7525 Shreve Rd,Falls Church,VA,22043,703-645-6600,Elementary School,1,"7525 Shreve Rd, Falls Church, VA 22043",38.8889016,-77.2058009
Silverbrook Elem,9350 Crosspointe Dr,Fairfax Station,VA,22039,703-690-5100,Elementary School,6,"9350 Crosspointe Dr, Fairfax Station, VA 22039",38.72895,-77.26939
Sleepy Hollow Elem,3333 Sleepy Hollow Rd,Falls Church,VA,22044,703-237-7000,Elementary School,1,"3333 Sleepy Hollow Rd, Falls Church, VA 22044",38.8553759,-77.1674691
Spring Hill Elem,8201 Lewinsville Rd,McLean,VA,22102,703-506-3400,Elementary School,3,"8201 Lewinsville Rd, McLean, VA 22102",38.939031,-77.228393
Springfield Estates Elem,6200 Charles C. Goff Dr,Springfield,VA,22150,703-921-2300,Elementary School,4,"6200 Charles C. Goff Dr, Springfield, VA 22150",38.7840727,-77.1646974
Stenwood Elem,2620 Gallows Rd,Vienna,VA,22180,703-208-7600,Elementary School,1,"2620 Gallows Rd, Vienna, VA 22180",38.885488,-77.2282767
Stratford Landing Elem,8484 Riverside Rd,Alexandria,VA,22308,703-619-3600,Elementary School,6,"8484 Riverside Rd, Alexandria, VA 22308",38.7283702,-77.0690832
Sunrise Valley Elem,10824 Cross School Rd,Reston,VA,22091,703-715-3800,Elementary School,3,"10824 Cross School Rd, Reston, VA 22091",38.9404569,-77.3203953
Terra-Centre Elem,6000 Burke Centre Pky,Burke,VA,22015,703-249-1400,Elementary School,2,"6000 Burke Centre Pky, Burke, VA 22015",38.7855446,-77.298395
Terraset Elem,11411 Ridge Heights Rd,Reston,VA,20191,703-390-5600,Elementary School,3,"11411 Ridge Heights Rd, Reston, VA 20191",38.9363932,-77.3432036
Timber Lane Elem,2737 West St,Falls Church,VA,22046,703-206-5300,Elementary School,1,"2737 West St, Falls Church, VA 22046",38.879751,-77.197918
Union Mill Elem,13611 Springstone Dr,Clifton,VA,20124,703-322-8500,Elementary School,7,"13611 Springstone Dr, Clifton, VA 20124",38.8204851,-77.4176009
Vienna Elem,128 Center St S,Vienna,VA,22180,703-937-6000,Elementary School,5,"128 Center St S, Vienna, VA 22180",38.900231,-77.261765
Virginia Run Elem,15450 Martins Hundred Dr,Centreville,VA,20120,703-988-8900,Elementary School,7,"15450 Martins Hundred Dr, Centreville, VA 20120",38.8520741,-77.4855589
Wakefield Forest Elem,4011 Iva Lane,Fairfax,VA,22032,703-503-2300,Elementary School,2,"4011 Iva Lane, Fairfax, VA 22032",38.8363108,-77.247328
Waples Mill Elem,11509 Waples Mill Rd,Oakton,VA,22124,703-390-7700,Elementary School,3,"11509 Waples Mill Rd, Oakton, VA 22124",38.8762924,-77.3447978
Washington Mill Elem,9100 Cherry Tree Dr,Alexandria,VA,22309,703-619-2500,Elementary School,6,"9100 Cherry Tree Dr, Alexandria, VA 22309",38.7099035,-77.1045795
Waynewood Elem,1205 Waynewood Blvd,Alexandria,VA,22308,703-704-7100,Elementary School,6,"1205 Waynewood Blvd, Alexandria, VA 22308",38.7251172,-77.0558749
West Springfield Elem,6802 Deland Dr,Springfield,VA,22152,703-912-4400,Elementary School,4,"6802 Deland Dr, Springfield, VA 22152",38.769149,-77.219751
Westbriar Elem,1741 Pine Valley Dr,Vienna,VA,22182,703-937-1700,Elementary School,5,"1741 Pine Valley Dr, Vienna, VA 22182",38.920785,-77.244925
Westgate Elem,7500 Magarity Street,Falls Church,VA,22043,703-610-5700,Elementary School,1,"7500 Magarity Street, Falls Church, VA 22043",38.919458,-77.205287
Westlawn Elem,3200 Westley Rd,Falls Church,VA,22042,703-241-5100,Elementary School,1,"3200 Westley Rd, Falls Church, VA 22042",38.8626796,-77.1835067
Weyanoke Elem,6520 Braddock Rd,Alexandria,VA,22312,703-813-5400,Elementary School,2,"6520 Braddock Rd, Alexandria, VA 22312",38.8197099,-77.1654968
White Oaks Elem,6130 Shiplett Blvd,Burke,VA,22015,703-923-1400,Elementary School,4,"6130 Shiplett Blvd, Burke, VA 22015",38.782683,-77.270882
Willow Springs Elem,5400 Willow Springs School Rd,Fairfax,VA,22030,703-679-6000,Elementary School,7,"5400 Willow Springs School Rd, Fairfax, VA 22030",38.8318562,-77.3797826
Wolftrap Elem,1903 Beulah Rd,Vienna,VA,22182,703-319-7300,Elementary School,5,"1903 Beulah Rd, Vienna, VA 22182",38.917612,-77.265812
Woodburn Elem,3401 Hemlock Dr.,Falls Church,VA,22042,703-641-8200,Elementary School,5,"3401 Hemlock Dr., Falls Church, VA 22042",38.8519959,-77.2135844
Woodlawn Elem,8505 Highland Lane,Alexandria,VA,22309,703-619-4800,Elementary School,6,"8505 Highland Lane, Alexandria, VA 22309",38.7264774,-77.1180006
Woodley Hills Elem,8718 Old Mt Vernon Rd,Alexandria,VA,22309,703-799-2000,Elementary School,6,"8718 Old Mt Vernon Rd, Alexandria, VA 22309",38.7204402,-77.0974156
